所属板块,代码,名称,总分,治理评级,治理标签,现价,涨跌幅%,主力净流入亿,主力净占比%,换手%,PE_TTM,PB,总市值亿,市值板块排名,fin_roe,fin_gross_margin,fin_revenue,fin_rev_yoy,fin_netprofit,fin_np_yoy,fin_ocfps,fin_debt_ratio,fin_div_yield,fin_div_plan,分红,评分明细
非银金融,601319,中国人保,66.0,黄,无质押、近半年小幅减持2.7%,8.04,2.81,1.447,17.12,0.3,6.25,1.05,3555.60884287,4,11.2,,355115000000.0,9.6,36745000000.0,38.5,1.445730824891,78.2889551896,1.36815920398,10派1.10元(含税),"{'分红年数': 8, '累计每10股派现': 12.04}","{'矛_盈利': 18, '盾_健康': 18, '股东回报': 10, '估值': 16, '资金共振': 6, '治理面调整': -2}"
非银金融,601601,中国太保,64.0,黄,质押0%低、近一年有回购、近半年多笔零星减持,32.0,-0.25,1.363,9.08,0.69,5.46,0.96,3078.5092656,6,9.7,,212136000000.0,5.8056021068,30775000000.0,10.4,11.962577962578,89.3014892094,1.3125,10派4.20元(含税),"{'分红年数': 19, '累计每10股派现': 141.2}","{'矛_盈利': 14, '盾_健康': 18, '股东回报': 10, '估值': 16, '资金共振': 4, '治理面调整': 2}"
非银金融,601881,中国银河,62.0,绿,无质押,12.13,0.41,0.167,6.94,0.27,9.59,1.12,1326.34299365,14,6.0,,16850003624.28,22.5762461944,7797060907.51,20.18,6.706089276181,85.3160618456,1.23660346249,10派1.50元(含税),"{'分红年数': 10, '累计每10股派现': 21.3}","{'矛_盈利': 15, '盾_健康': 16, '股东回报': 10, '估值': 16, '资金共振': 5, '治理面调整': 0}"
非银金融,600958,东方证券,61.0,黄,无质押、近一年有回购、近半年小幅减持2.0%,8.94,1.25,0.401,12.55,0.48,11.36,0.93,759.6000891,18,5.5,,9560127165.28,19.4842739092,4518471217.8,30.48,1.096374644598,84.6652963582,,不分配不转增,"{'分红年数': 12, '累计每10股派现': 24.95}","{'矛_盈利': 15, '盾_健康': 17, '股东回报': 6, '估值': 16, '资金共振': 6, '治理面调整': 1}"
非银金融,000776,广发证券,59.0,红,无质押、近一年有回购、近半年股东累计减持3.5%,20.98,0.91,0.384,4.19,0.75,8.69,1.19,1641.65258821,11,8.08,,26882915365.65,74.59,11651737395.81,80.1,3.841959216773,84.5943296023,1.191611058151,10派2.50元(含税),"{'分红年数': 18, '累计每10股派现': 85.0}","{'矛_盈利': 15, '盾_健康': 18, '股东回报': 10, '估值': 16, '资金共振': 3, '治理面调整': -3}"
非银金融,601878,浙商证券,59.0,绿,无质押、近一年有回购,9.15,0.77,0.071,5.06,0.34,14.44,1.12,414.95387607,27,4.31,,5702941183.09,49.3294864637,1610963188.53,40.21,3.419205711111,82.3634841489,0.874316939891,10派0.80元(含税),"{'分红年数': 9, '累计每10股派现': 11.5}","{'矛_盈利': 12, '盾_健康': 15, '股东回报': 8, '估值': 16, '资金共振': 5, '治理面调整': 3}"
非银金融,601788,光大证券,55.0,黄,无质押、近半年多笔零星减持,14.07,0.93,0.036,1.75,0.37,15.19,1.07,648.73782081,19,3.28,,6055522454.29,18.166929111,2229090140.0,32.45,1.740796205828,78.4951860918,1.208244491827,10派1.70元(含税),"{'分红年数': 18, '累计每10股派现': 44.8}","{'矛_盈利': 12, '盾_健康': 17, '股东回报': 10, '估值': 14, '资金共振': 3, '治理面调整': -1}"
非银金融,002736,国信证券,49.0,红,无质押、近半年股东累计减持3.1%,9.93,1.12,0.062,3.39,0.18,8.89,1.05,1017.00508586,16,5.25,,12558859433.73,13.4,5731579194.33,6.79,2.756698107409,78.9455465662,1.007049345418,10派1.00元(含税),"{'分红年数': 12, '累计每10股派现': 35.4}","{'矛_盈利': 12, '盾_健康': 16, '股东回报': 10, '估值': 14, '资金共振': 3, '治理面调整': -6}"
非银金融,000563,陕国投Ａ,43.0,绿,无质押,2.96,0.68,0.023,2.53,0.61,10.55,0.8,151.3735226,64,3.85,,1405809786.04,2.8540061757,727898704.68,0.32,0.026946058222,26.1736603508,0.337837837838,10派0.10元(含税),"{'分红年数': 25, '累计每10股派现': 18.09}","{'矛_盈利': 9, '盾_健康': 11, '股东回报': 8, '估值': 12, '资金共振': 3, '治理面调整': 0}"
非银金融,601236,红塔证券,33.0,红,质押5%低、近一年有回购、近半年股东累计减持3.7%,6.84,1.63,0.05,6.0,0.26,30.48,1.33,321.01718549,38,2.05,,1022752613.05,-14.0010012016,510012263.35,-23.93,0.210921646404,62.0799646669,0.739644970414,"10派0.50元(含税,扣税后0.45元)","{'分红年数': 7, '累计每10股派现': 8.75}","{'矛_盈利': 6, '盾_健康': 10, '股东回报': 8, '估值': 7, '资金共振': 5, '治理面调整': -3}"
非银金融,002945,华林证券,24.1,黄,质押37%,14.63,2.67,0.048,1.62,0.76,92.33,5.36,395.01,33,3.49,,848880332.74,1.67,257846167.87,-23.32,0.324153300107,76.0336582749,,不分配不转增,,"{'矛_盈利': 6, '盾_健康': 10, '股东回报': 3, '估值': 2, '资金共振': 6.1, '治理面调整': -3}"
